Category,Query,Configuration,Matched DB File,TP,FN,FP,Precision,Recall,F1 Score,Shift,Query Time (s),Correct
Noise,728926.wav,ID10_df10_dt5,728926.mp3,497,233,266,0.6514,0.6808,0.6658,0,5.4524,True
Noise,728926.wav,ID11_df7_dt30,728926.mp3,160,82,90,0.64,0.6612,0.6504,0,5.4512,True
Noise,741526.wav,ID0_df3_dt3,741526.mp3,1671,1659,2271,0.4239,0.5018,0.4596,0,5.4828,True
Noise,741526.wav,ID1_df4_dt2,741526.mp3,1480,1716,2620,0.361,0.4631,0.4057,0,5.5437,True
Noise,741526.wav,ID2_df6_dt4,741526.mp3,718,843,1009,0.4157,0.46,0.4367,0,5.5498,True
Noise,741526.wav,ID3_df9_dt5,741526.mp3,502,545,583,0.4627,0.4795,0.4709,0,5.4378,True
Noise,741526.wav,ID4_df12_dt6,741526.mp3,363,323,354,0.5063,0.5292,0.5175,1,5.4135,True
Noise,741526.wav,ID5_df15_dt8,741526.mp3,180,198,196,0.4787,0.4762,0.4775,1,5.4522,True
Noise,741526.wav,ID6_df25_dt10,741526.mp3,88,92,84,0.5116,0.4889,0.5,1,5.662,True
Noise,741526.wav,ID7_df35_dt15,741526.mp3,46,33,37,0.5542,0.5823,0.5679,0,5.5032,True
Noise,741526.wav,ID8_df50_dt20,741526.mp3,35,27,28,0.5556,0.5645,0.56,0,5.7013,True
Noise,741526.wav,ID9_df10_dt5,741526.mp3,458,482,531,0.4631,0.4872,0.4749,0,5.444,True
Noise,741526.wav,ID10_df10_dt5,741526.mp3,458,482,531,0.4631,0.4872,0.4749,0,5.5909,True
Noise,741526.wav,ID11_df7_dt30,741526.mp3,75,127,139,0.3505,0.3713,0.3606,0,5.4735,True
Noise,750226.wav,ID0_df3_dt3,124826.mp3,975,4274,3123,0.2379,0.1857,0.2086,371,5.5525,False
Noise,750226.wav,ID1_df4_dt2,1270026.mp3,958,3714,3499,0.2149,0.2051,0.2099,4,5.541,False
Noise,750226.wav,ID2_df6_dt4,968026.mp3,225,2274,1516,0.1292,0.09,0.1061,22,5.5182,False
Noise,750226.wav,ID3_df9_dt5,750226.mp3,106,567,887,0.1067,0.1575,0.1273,0,5.4057,True
Noise,750226.wav,ID4_df12_dt6,750226.mp3,55,463,559,0.0896,0.1062,0.0972,0,5.4122,True
Noise,750226.wav,ID5_df15_dt8,750226.mp3,32,351,363,0.081,0.0836,0.0823,0,5.3892,True
Noise,750226.wav,ID6_df25_dt10,750226.mp3,14,89,181,0.0718,0.1359,0.094,0,5.4819,True
Noise,750226.wav,ID7_df35_dt15,750226.mp3,11,42,92,0.1068,0.2075,0.141,0,5.5208,True
Noise,750226.wav,ID8_df50_dt20,750226.mp3,8,20,52,0.1333,0.2857,0.1818,0,5.3677,True
Noise,750226.wav,ID9_df10_dt5,750226.mp3,99,556,813,0.1086,0.1511,0.1264,0,5.4828,True
Noise,750226.wav,ID10_df10_dt5,750226.mp3,99,556,813,0.1086,0.1511,0.1264,0,5.4465,True
Noise,750226.wav,ID11_df7_dt30,750226.mp3,28,102,212,0.1167,0.2154,0.1514,0,5.4396,True
Noise,753526.wav,ID0_df3_dt3,1236126.mp3,932,4376,3014,0.2362,0.1756,0.2014,426,5.4896,False
Noise,753526.wav,ID1_df4_dt2,1156026.mp3,942,3960,3350,0.2195,0.1922,0.2049,21,5.6103,False
Noise,753526.wav,ID2_df6_dt4,753526.mp3,225,451,1414,0.1373,0.3328,0.1944,0,5.439,True
Noise,753526.wav,ID3_df9_dt5,753526.mp3,146,292,801,0.1542,0.3333,0.2108,0,5.4376,True
Noise,753526.wav,ID4_df12_dt6,753526.mp3,106,221,517,0.1701,0.3242,0.2232,0,5.4188,True
Noise,753526.wav,ID5_df15_dt8,753526.mp3,77,161,295,0.207,0.3235,0.2525,0,5.4423,True
Noise,753526.wav,ID6_df25_dt10,753526.mp3,34,77,144,0.191,0.3063,0.2353,0,5.3966,True
Noise,753526.wav,ID7_df35_dt15,753526.mp3,22,24,72,0.234,0.4783,0.3143,0,5.5498,True
Noise,753526.wav,ID8_df50_dt20,753526.mp3,14,15,37,0.2745,0.4828,0.35,0,5.4652,True
Noise,753526.wav,ID9_df10_dt5,753526.mp3,138,278,720,0.1608,0.3317,0.2166,0,5.4527,True
Noise,753526.wav,ID10_df10_dt5,753526.mp3,138,278,720,0.1608,0.3317,0.2166,0,5.4635,True
Noise,753526.wav,ID11_df7_dt30,753526.mp3,40,83,188,0.1754,0.3252,0.2279,0,5.43,True
Noise,756226.wav,ID0_df3_dt3,756226.mp3,1956,1901,1831,0.5165,0.5071,0.5118,0,6.1413,True
Noise,756226.wav,ID1_df4_dt2,756226.mp3,1852,1667,2067,0.4726,0.5263,0.498,0,5.803,True
Noise,756226.wav,ID2_df6_dt4,756226.mp3,930,1095,819,0.5317,0.4593,0.4928,0,5.6963,True
Noise,756226.wav,ID3_df9_dt5,756226.mp3,441,329,439,0.5011,0.5727,0.5345,0,5.7139,True
Noise,756226.wav,ID4_df12_dt6,756226.mp3,319,229,293,0.5212,0.5821,0.55,0,5.6331,True
Noise,756226.wav,ID5_df15_dt8,756226.mp3,231,178,183,0.558,0.5648,0.5614,0,5.9113,True
Noise,756226.wav,ID6_df25_dt10,756226.mp3,89,62,88,0.5028,0.5894,0.5427,0,5.887,True
Noise,756226.wav,ID7_df35_dt15,756226.mp3,48,37,48,0.5,0.5647,0.5304,0,5.7014,True
Noise,756226.wav,ID8_df50_dt20,756226.mp3,22,18,22,0.5,0.55,0.5238,0,5.7154,True
Noise,756226.wav,ID9_df10_dt5,756226.mp3,409,302,403,0.5037,0.5752,0.5371,0,5.8305,True
Noise,756226.wav,ID10_df10_dt5,756226.mp3,409,302,403,0.5037,0.5752,0.5371,0,5.4881,True
Noise,756226.wav,ID11_df7_dt30,756226.mp3,136,94,118,0.5354,0.5913,0.562,0,5.4841,True
Noise,764326.wav,ID0_df3_dt3,764326.mp3,1098,1744,2799,0.2818,0.3863,0.3259,0,5.6791,True
Noise,764326.wav,ID1_df4_dt2,764326.mp3,1219,1774,3037,0.2864,0.4073,0.3363,0,5.4907,True
Noise,764326.wav,ID2_df6_dt4,764326.mp3,468,868,1259,0.271,0.3503,0.3056,0,5.4634,True
Noise,764326.wav,ID3_df9_dt5,764326.mp3,279,538,683,0.29,0.3415,0.3137,0,5.4273,True
Noise,764326.wav,ID4_df12_dt6,764326.mp3,187,378,437,0.2997,0.331,0.3146,0,5.4576,True
Noise,764326.wav,ID5_df15_dt8,764326.mp3,130,252,265,0.3291,0.3403,0.3346,0,5.4927,True
Noise,764326.wav,ID6_df25_dt10,764326.mp3,63,112,130,0.3264,0.36,0.3424,0,5.5196,True
Noise,764326.wav,ID7_df35_dt15,764326.mp3,37,51,55,0.4022,0.4205,0.4111,1,5.3963,True
Noise,764326.wav,ID8_df50_dt20,764326.mp3,17,27,31,0.3542,0.3864,0.3696,1,5.4497,True
Noise,764326.wav,ID9_df10_dt5,764326.mp3,262,496,631,0.2934,0.3456,0.3174,0,5.4356,True
Noise,764326.wav,ID10_df10_dt5,764326.mp3,262,496,631,0.2934,0.3456,0.3174,0,5.4688,True
Noise,764326.wav,ID11_df7_dt30,764326.mp3,75,165,168,0.3086,0.3125,0.3106,0,5.5124,True
Noise,769426.wav,ID0_df3_dt3,769426.mp3,2337,1407,1502,0.6088,0.6242,0.6164,0,5.4694,True
Noise,769426.wav,ID1_df4_dt2,769426.mp3,1990,1238,1738,0.5338,0.6165,0.5722,0,5.5239,True
Noise,769426.wav,ID2_df6_dt4,769426.mp3,1183,698,695,0.6299,0.6289,0.6294,0,5.6364,True
Noise,769426.wav,ID3_df9_dt5,769426.mp3,701,359,355,0.6638,0.6613,0.6626,0,5.5619,True
Noise,769426.wav,ID4_df12_dt6,769426.mp3,370,160,196,0.6537,0.6981,0.6752,0,5.447,True
Noise,769426.wav,ID5_df15_dt8,769426.mp3,248,101,109,0.6947,0.7106,0.7025,0,5.519,True
Noise,769426.wav,ID6_df25_dt10,769426.mp3,155,63,60,0.7209,0.711,0.7159,0,5.4248,True
Noise,769426.wav,ID7_df35_dt15,769426.mp3,66,26,24,0.7333,0.7174,0.7253,0,5.4321,True
Noise,769426.wav,ID8_df50_dt20,769426.mp3,37,12,7,0.8409,0.7551,0.7957,0,5.3881,True
Noise,769426.wav,ID9_df10_dt5,769426.mp3,625,328,333,0.6524,0.6558,0.6541,0,5.4579,True
Noise,769426.wav,ID10_df10_dt5,769426.mp3,625,328,333,0.6524,0.6558,0.6541,0,5.4667,True
Noise,769426.wav,ID11_df7_dt30,769426.mp3,192,58,72,0.7273,0.768,0.7471,0,5.5441,True
Noise,783626.wav,ID0_df3_dt3,124826.mp3,929,4305,3013,0.2357,0.1775,0.2025,72,5.5324,False
Noise,783626.wav,ID1_df4_dt2,1156026.mp3,913,3968,3363,0.2135,0.1871,0.1994,29,5.5989,False
Noise,783626.wav,ID2_df6_dt4,783626.mp3,274,577,1431,0.1607,0.322,0.2144,286,5.4727,True
Noise,783626.wav,ID3_df9_dt5,783626.mp3,174,349,764,0.1855,0.3327,0.2382,286,5.4259,True
Noise,783626.wav,ID4_df12_dt6,783626.mp3,119,212,485,0.197,0.3595,0.2545,286,5.4411,True
Noise,783626.wav,ID5_df15_dt8,783626.mp3,93,166,292,0.2416,0.3591,0.2888,286,5.4764,True
Noise,783626.wav,ID6_df25_dt10,783626.mp3,58,90,143,0.2886,0.3919,0.3324,285,5.462,True
Noise,783626.wav,ID7_df35_dt15,783626.mp3,20,36,83,0.1942,0.3571,0.2516,285,5.3713,True
Noise,783626.wav,ID8_df50_dt20,783626.mp3,8,17,35,0.186,0.32,0.2353,285,5.445,True
Noise,783626.wav,ID9_df10_dt5,783626.mp3,166,328,676,0.1971,0.336,0.2485,286,5.4558,True
Noise,783626.wav,ID10_df10_dt5,783626.mp3,166,328,676,0.1971,0.336,0.2485,286,5.5176,True
Noise,783626.wav,ID11_df7_dt30,783626.mp3,45,90,192,0.1899,0.3333,0.2419,286,5.5137,True
Noise,783926.wav,ID0_df3_dt3,124826.mp3,962,4273,3085,0.2377,0.1838,0.2073,70,5.6238,False
Noise,783926.wav,ID1_df4_dt2,1156026.mp3,984,3904,3470,0.2209,0.2013,0.2107,74,5.5731,False
Noise,783926.wav,ID2_df6_dt4,1420426.mp3,196,1748,1522,0.1141,0.1008,0.107,286,5.4297,False
Noise,783926.wav,ID3_df9_dt5,1097626.mp3,80,1105,934,0.0789,0.0675,0.0728,15,5.6189,False
Noise,783926.wav,ID4_df12_dt6,783926.mp3,44,386,595,0.0689,0.1023,0.0823,234,5.637,True
Noise,783926.wav,ID5_df15_dt8,783926.mp3,28,218,352,0.0737,0.1138,0.0895,234,5.4217,True
Noise,783926.wav,ID6_df25_dt10,783926.mp3,18,129,175,0.0933,0.1224,0.1059,234,5.5065,True
Noise,783926.wav,ID7_df35_dt15,783926.mp3,15,80,86,0.1485,0.1579,0.1531,234,5.3887,True
Noise,783926.wav,ID8_df50_dt20,783926.mp3,10,29,45,0.1818,0.2564,0.2128,234,5.4529,True
Noise,783926.wav,ID9_df10_dt5,783926.mp3,71,442,843,0.0777,0.1384,0.0995,234,5.4549,True
Noise,783926.wav,ID10_df10_dt5,783926.mp3,71,442,843,0.0777,0.1384,0.0995,234,5.6607,True
Noise,783926.wav,ID11_df7_dt30,783926.mp3,20,153,227,0.081,0.1156,0.0952,234,5.4912,True
Original,566726.wav,ID0_df3_dt3,566726.mp3,3337,6,21,0.9937,0.9982,0.996,1,5.7529,True
Original,566726.wav,ID1_df4_dt2,566726.mp3,3271,2,32,0.9903,0.9994,0.9948,0,5.4203,True
Original,566726.wav,ID2_df6_dt4,566726.mp3,1628,1,3,0.9982,0.9994,0.9988,0,5.9854,True
Original,566726.wav,ID3_df9_dt5,566726.mp3,1020,0,4,0.9961,1.0,0.998,0,5.961,True
Original,566726.wav,ID4_df12_dt6,566726.mp3,671,1,2,0.997,0.9985,0.9978,0,5.7307,True
Original,566726.wav,ID5_df15_dt8,566726.mp3,368,0,3,0.9919,1.0,0.9959,0,5.5441,True
Original,566726.wav,ID6_df25_dt10,566726.mp3,179,0,3,0.9835,1.0,0.9917,0,5.5195,True
Original,566726.wav,ID7_df35_dt15,566726.mp3,87,0,2,0.9775,1.0,0.9886,0,5.475,True
Original,566726.wav,ID8_df50_dt20,566726.mp3,49,0,0,1.0,1.0,1.0,0,5.4055,True
Original,566726.wav,ID9_df10_dt5,566726.mp3,931,0,4,0.9957,1.0,0.9979,0,5.6918,True
Original,566726.wav,ID10_df10_dt5,566726.mp3,931,0,4,0.9957,1.0,0.9979,0,5.449,True
Original,566726.wav,ID11_df7_dt30,566726.mp3,183,0,21,0.8971,1.0,0.9457,0,5.4489,True
Original,568126.wav,ID0_df3_dt3,568126.mp3,2046,15,13,0.9937,0.9927,0.9932,0,5.4889,True
Original,568126.wav,ID1_df4_dt2,568126.mp3,2448,12,9,0.9963,0.9951,0.9957,0,5.5329,True
Original,568126.wav,ID2_df6_dt4,568126.mp3,1107,1,1,0.9991,0.9991,0.9991,0,5.6379,True
Original,568126.wav,ID3_df9_dt5,568126.mp3,975,0,0,1.0,1.0,1.0,0,5.582,True
Original,568126.wav,ID4_df12_dt6,568126.mp3,845,0,0,1.0,1.0,1.0,0,5.4445,True
Original,568126.wav,ID5_df15_dt8,568126.mp3,747,0,0,1.0,1.0,1.0,0,5.6236,True
Original,568126.wav,ID6_df25_dt10,568126.mp3,254,0,2,0.9922,1.0,0.9961,0,5.5087,True
Original,568126.wav,ID7_df35_dt15,568126.mp3,155,0,1,0.9936,1.0,0.9968,0,5.4301,True
Original,568126.wav,ID8_df50_dt20,568126.mp3,58,0,0,1.0,1.0,1.0,0,5.4655,True
Original,568126.wav,ID9_df10_dt5,568126.mp3,947,0,0,1.0,1.0,1.0,0,5.4844,True
Original,568126.wav,ID10_df10_dt5,568126.mp3,947,0,0,1.0,1.0,1.0,0,5.4479,True
Original,568126.wav,ID11_df7_dt30,568126.mp3,215,0,3,0.9862,1.0,0.9931,0,5.3974,True
Original,575226.wav,ID0_df3_dt3,575226.mp3,2737,16,26,0.9906,0.9942,0.9924,0,5.7381,True
Original,575226.wav,ID1_df4_dt2,575226.mp3,2787,14,14,0.995,0.995,0.995,0,5.7049,True
Original,575226.wav,ID2_df6_dt4,575226.mp3,1447,7,7,0.9952,0.9952,0.9952,1,5.5795,True
Original,575226.wav,ID3_df9_dt5,575226.mp3,966,0,3,0.9969,1.0,0.9984,0,5.5132,True
Original,575226.wav,ID4_df12_dt6,575226.mp3,618,1,6,0.9904,0.9984,0.9944,0,5.4015,True
Original,575226.wav,ID5_df15_dt8,575226.mp3,354,0,12,0.9672,1.0,0.9833,0,5.4162,True
Original,575226.wav,ID6_df25_dt10,575226.mp3,226,0,13,0.9456,1.0,0.972,0,5.5894,True
Original,575226.wav,ID7_df35_dt15,575226.mp3,76,0,9,0.8941,1.0,0.9441,0,5.3786,True
Original,575226.wav,ID8_df50_dt20,575226.mp3,44,0,7,0.8627,1.0,0.9263,0,5.5086,True
Original,575226.wav,ID9_df10_dt5,575226.mp3,889,0,3,0.9966,1.0,0.9983,0,5.5114,True
Original,575226.wav,ID10_df10_dt5,575226.mp3,889,0,3,0.9966,1.0,0.9983,0,5.4183,True
Original,575226.wav,ID11_df7_dt30,575226.mp3,199,1,28,0.8767,0.995,0.9321,0,5.4265,True
Original,577326.wav,ID0_df3_dt3,577326.mp3,2681,21,63,0.977,0.9922,0.9846,0,5.523,True
Original,577326.wav,ID1_df4_dt2,577326.mp3,2820,33,50,0.9826,0.9884,0.9855,1,5.4679,True
Original,577326.wav,ID2_df6_dt4,577326.mp3,1082,7,29,0.9739,0.9936,0.9836,1,5.4915,True
Original,577326.wav,ID3_df9_dt5,577326.mp3,635,4,9,0.986,0.9937,0.9899,1,5.3628,True
Original,577326.wav,ID4_df12_dt6,577326.mp3,431,1,4,0.9908,0.9977,0.9942,1,5.6442,True
Original,577326.wav,ID5_df15_dt8,577326.mp3,287,0,3,0.9897,1.0,0.9948,1,5.3918,True
Original,577326.wav,ID6_df25_dt10,577326.mp3,148,1,3,0.9801,0.9933,0.9867,0,5.4397,True
Original,577326.wav,ID7_df35_dt15,577326.mp3,84,0,3,0.9655,1.0,0.9825,0,5.4071,True
Original,577326.wav,ID8_df50_dt20,577326.mp3,46,0,2,0.9583,1.0,0.9787,0,5.6171,True
Original,577326.wav,ID9_df10_dt5,577326.mp3,586,4,7,0.9882,0.9932,0.9907,1,5.515,True
Original,577326.wav,ID10_df10_dt5,577326.mp3,586,4,7,0.9882,0.9932,0.9907,1,5.4795,True
Original,577326.wav,ID11_df7_dt30,577326.mp3,171,1,4,0.9771,0.9942,0.9856,0,5.4502,True
Original,597326.wav,ID0_df3_dt3,597326.mp3,3147,6,6,0.9981,0.9981,0.9981,0,5.6293,True
Original,597326.wav,ID1_df4_dt2,597326.mp3,3038,9,10,0.9967,0.997,0.9969,0,5.5239,True
Original,597326.wav,ID2_df6_dt4,597326.mp3,1482,2,5,0.9966,0.9987,0.9976,0,5.5371,True
Original,597326.wav,ID3_df9_dt5,597326.mp3,921,1,2,0.9978,0.9989,0.9984,0,5.4973,True
Original,597326.wav,ID4_df12_dt6,597326.mp3,625,0,4,0.9936,1.0,0.9968,0,5.3821,True
Original,597326.wav,ID5_df15_dt8,597326.mp3,401,1,8,0.9804,0.9975,0.9889,0,5.4318,True
Original,597326.wav,ID6_df25_dt10,597326.mp3,159,0,6,0.9636,1.0,0.9815,0,5.3826,True
Original,597326.wav,ID7_df35_dt15,597326.mp3,80,0,5,0.9412,1.0,0.9697,0,5.521,True
Original,597326.wav,ID8_df50_dt20,597326.mp3,52,0,3,0.9455,1.0,0.972,0,5.4539,True
Original,597326.wav,ID9_df10_dt5,597326.mp3,829,0,3,0.9964,1.0,0.9982,0,5.4634,True
Original,597326.wav,ID10_df10_dt5,597326.mp3,829,0,3,0.9964,1.0,0.9982,0,5.5115,True
Original,597326.wav,ID11_df7_dt30,597326.mp3,245,1,6,0.9761,0.9959,0.9859,0,5.3654,True
Original,599226.wav,ID0_df3_dt3,599226.mp3,3235,6,2,0.9994,0.9981,0.9988,1,5.5241,True
Original,599226.wav,ID1_df4_dt2,599226.mp3,3483,9,2,0.9994,0.9974,0.9984,1,5.5562,True
Original,599226.wav,ID2_df6_dt4,599226.mp3,1640,0,1,0.9994,1.0,0.9997,0,5.5187,True
Original,599226.wav,ID3_df9_dt5,599226.mp3,929,0,1,0.9989,1.0,0.9995,0,5.3858,True
Original,599226.wav,ID4_df12_dt6,599226.mp3,672,1,0,1.0,0.9985,0.9993,0,5.5272,True
Original,599226.wav,ID5_df15_dt8,599226.mp3,442,0,5,0.9888,1.0,0.9944,0,5.35,True
Original,599226.wav,ID6_df25_dt10,599226.mp3,226,0,5,0.9784,1.0,0.9891,0,5.4512,True
Original,599226.wav,ID7_df35_dt15,599226.mp3,90,0,1,0.989,1.0,0.9945,0,5.5449,True
Original,599226.wav,ID8_df50_dt20,599226.mp3,60,0,0,1.0,1.0,1.0,0,5.4685,True
Original,599226.wav,ID9_df10_dt5,599226.mp3,840,0,1,0.9988,1.0,0.9994,0,5.4628,True
Original,599226.wav,ID10_df10_dt5,599226.mp3,840,0,1,0.9988,1.0,0.9994,0,5.4212,True
Original,599226.wav,ID11_df7_dt30,599226.mp3,258,0,8,0.9699,1.0,0.9847,0,5.408,True
Original,618826.wav,ID0_df3_dt3,618826.mp3,4203,2,13,0.9969,0.9995,0.9982,1,5.4821,True
Original,618826.wav,ID1_df4_dt2,618826.mp3,4074,2,4,0.999,0.9995,0.9993,1,5.6675,True
Original,618826.wav,ID2_df6_dt4,618826.mp3,1676,0,16,0.9905,1.0,0.9952,0,5.4103,True
Original,618826.wav,ID3_df9_dt5,618826.mp3,830,0,7,0.9916,1.0,0.9958,0,5.5174,True
Original,618826.wav,ID4_df12_dt6,618826.mp3,542,0,1,0.9982,1.0,0.9991,0,5.4707,True
Original,618826.wav,ID5_df15_dt8,618826.mp3,390,0,1,0.9974,1.0,0.9987,0,5.4877,True
Original,618826.wav,ID6_df25_dt10,618826.mp3,164,0,1,0.9939,1.0,0.997,0,5.41,True
Original,618826.wav,ID7_df35_dt15,618826.mp3,97,0,0,1.0,1.0,1.0,0,5.5779,True
Original,618826.wav,ID8_df50_dt20,618826.mp3,49,0,0,1.0,1.0,1.0,0,5.4008,True
Original,618826.wav,ID9_df10_dt5,618826.mp3,756,0,5,0.9934,1.0,0.9967,0,5.4183,True
Original,618826.wav,ID10_df10_dt5,618826.mp3,756,0,5,0.9934,1.0,0.9967,0,5.5012,True
Original,618826.wav,ID11_df7_dt30,618826.mp3,202,0,7,0.9665,1.0,0.983,0,5.4087,True
Original,642026.wav,ID0_df3_dt3,642026.mp3,3344,42,65,0.9809,0.9876,0.9843,1,5.629,True
Original,642026.wav,ID1_df4_dt2,642026.mp3,4002,35,48,0.9881,0.9913,0.9897,1,5.567,True
Original,642026.wav,ID2_df6_dt4,642026.mp3,1283,16,26,0.9801,0.9877,0.9839,0,5.5371,True
Original,642026.wav,ID3_df9_dt5,642026.mp3,864,15,16,0.9818,0.9829,0.9824,0,5.4206,True
Original,642026.wav,ID4_df12_dt6,642026.mp3,602,10,22,0.9647,0.9837,0.9741,0,5.5217,True
Original,642026.wav,ID5_df15_dt8,642026.mp3,299,8,13,0.9583,0.9739,0.9661,0,5.3958,True
Original,642026.wav,ID6_df25_dt10,642026.mp3,177,5,9,0.9516,0.9725,0.962,0,5.4968,True
Original,642026.wav,ID7_df35_dt15,642026.mp3,81,4,8,0.9101,0.9529,0.931,0,5.4703,True
Original,642026.wav,ID8_df50_dt20,642026.mp3,41,3,6,0.8723,0.9318,0.9011,0,5.3847,True
Original,642026.wav,ID9_df10_dt5,642026.mp3,781,13,15,0.9812,0.9836,0.9824,0,5.4673,True
Original,642026.wav,ID10_df10_dt5,642026.mp3,781,13,15,0.9812,0.9836,0.9824,0,5.4738,True
Original,642026.wav,ID11_df7_dt30,642026.mp3,191,5,20,0.9052,0.9745,0.9386,0,5.4356,True
Original,669126.wav,ID0_df3_dt3,669126.mp3,1024,37,120,0.8951,0.9651,0.9288,0,5.9534,True
Original,669126.wav,ID1_df4_dt2,669126.mp3,871,14,91,0.9054,0.9842,0.9432,0,5.5099,True
Original,669126.wav,ID2_df6_dt4,669126.mp3,417,18,42,0.9085,0.9586,0.9329,0,5.404,True
Original,669126.wav,ID3_df9_dt5,669126.mp3,288,16,30,0.9057,0.9474,0.926,0,5.4157,True
Original,669126.wav,ID4_df12_dt6,669126.mp3,203,12,24,0.8943,0.9442,0.9186,0,5.5107,True
Original,669126.wav,ID5_df15_dt8,669126.mp3,150,9,15,0.9091,0.9434,0.9259,0,5.4451,True
Original,669126.wav,ID6_df25_dt10,669126.mp3,40,3,6,0.8696,0.9302,0.8989,0,5.573,True
Original,669126.wav,ID7_df35_dt15,669126.mp3,15,3,4,0.7895,0.8333,0.8108,0,5.3729,True
Original,669126.wav,ID8_df50_dt20,669126.mp3,5,0,4,0.5556,1.0,0.7143,0,5.419,True
Original,669126.wav,ID9_df10_dt5,669126.mp3,280,16,29,0.9061,0.9459,0.9256,0,5.4511,True
Original,669126.wav,ID10_df10_dt5,669126.mp3,280,16,29,0.9061,0.9459,0.9256,0,5.4586,True
Original,669126.wav,ID11_df7_dt30,669126.mp3,35,6,43,0.4487,0.8537,0.5882,0,5.3721,True
Original,676326.wav,ID0_df3_dt3,676326.mp3,3142,14,41,0.9871,0.9956,0.9913,0,5.7159,True
Original,676326.wav,ID1_df4_dt2,676326.mp3,3635,16,36,0.9902,0.9956,0.9929,0,5.4524,True
Original,676326.wav,ID2_df6_dt4,676326.mp3,1168,9,17,0.9857,0.9924,0.989,0,5.5283,True
Original,676326.wav,ID3_df9_dt5,676326.mp3,724,6,13,0.9824,0.9918,0.987,0,5.5029,True
Original,676326.wav,ID4_df12_dt6,676326.mp3,494,1,8,0.9841,0.998,0.991,0,5.4236,True
Original,676326.wav,ID5_df15_dt8,676326.mp3,264,1,8,0.9706,0.9962,0.9832,0,5.5661,True
Original,676326.wav,ID6_df25_dt10,676326.mp3,160,0,5,0.9697,1.0,0.9846,0,5.4636,True
Original,676326.wav,ID7_df35_dt15,676326.mp3,72,0,6,0.9231,1.0,0.96,0,5.4487,True
Original,676326.wav,ID8_df50_dt20,676326.mp3,36,0,4,0.9,1.0,0.9474,0,5.397,True
Original,676326.wav,ID9_df10_dt5,676326.mp3,646,5,13,0.9803,0.9923,0.9863,0,5.4936,True
Original,676326.wav,ID10_df10_dt5,676326.mp3,646,5,13,0.9803,0.9923,0.9863,0,5.4414,True
Original,676326.wav,ID11_df7_dt30,676326.mp3,175,0,2,0.9887,1.0,0.9943,0,5.5514,True
Original,686326.wav,ID0_df3_dt3,686326.mp3,2944,28,48,0.984,0.9906,0.9873,1,5.4704,True
Original,686326.wav,ID1_df4_dt2,686326.mp3,3213,20,39,0.988,0.9938,0.9909,1,5.5031,True
Original,686326.wav,ID2_df6_dt4,686326.mp3,1208,9,32,0.9742,0.9926,0.9833,1,5.455,True
Original,686326.wav,ID3_df9_dt5,686326.mp3,634,7,5,0.9922,0.9891,0.9906,1,5.4257,True
Original,686326.wav,ID4_df12_dt6,686326.mp3,413,7,5,0.988,0.9833,0.9857,1,5.4648,True
Original,686326.wav,ID5_df15_dt8,686326.mp3,270,5,6,0.9783,0.9818,0.98,1,5.4663,True
Original,686326.wav,ID6_df25_dt10,686326.mp3,134,4,5,0.964,0.971,0.9675,1,5.5573,True
Original,686326.wav,ID7_df35_dt15,686326.mp3,61,0,5,0.9242,1.0,0.9606,0,5.422,True
Original,686326.wav,ID8_df50_dt20,686326.mp3,31,0,3,0.9118,1.0,0.9538,0,5.3765,True
Original,686326.wav,ID9_df10_dt5,686326.mp3,576,7,5,0.9914,0.988,0.9897,1,6.1727,True
Original,686326.wav,ID10_df10_dt5,686326.mp3,576,7,5,0.9914,0.988,0.9897,1,6.0618,True
Original,686326.wav,ID11_df7_dt30,686326.mp3,211,1,6,0.9724,0.9953,0.9837,0,5.5831,True
Original,728926.wav,ID0_df3_dt3,728926.mp3,3736,1,0,1.0,0.9997,0.9999,0,5.946,True
Original,728926.wav,ID1_df4_dt2,728926.mp3,3588,1,2,0.9994,0.9997,0.9996,0,5.9546,True
Original,728926.wav,ID2_df6_dt4,728926.mp3,1767,0,0,1.0,1.0,1.0,0,5.698,True
Original,728926.wav,ID3_df9_dt5,728926.mp3,825,0,0,1.0,1.0,1.0,0,5.7319,True
Original,728926.wav,ID4_df12_dt6,728926.mp3,560,0,0,1.0,1.0,1.0,0,5.8505,True
Original,728926.wav,ID5_df15_dt8,728926.mp3,413,0,0,1.0,1.0,1.0,0,5.6914,True
Original,728926.wav,ID6_df25_dt10,728926.mp3,184,0,1,0.9946,1.0,0.9973,0,5.5146,True
Original,728926.wav,ID7_df35_dt15,728926.mp3,97,0,1,0.9898,1.0,0.9949,0,5.4188,True
Original,728926.wav,ID8_df50_dt20,728926.mp3,37,0,1,0.9737,1.0,0.9867,0,5.4168,True
Original,728926.wav,ID9_df10_dt5,728926.mp3,730,0,0,1.0,1.0,1.0,0,5.4609,True
Original,728926.wav,ID10_df10_dt5,728926.mp3,730,0,0,1.0,1.0,1.0,0,5.6038,True
Original,728926.wav,ID11_df7_dt30,728926.mp3,242,0,11,0.9565,1.0,0.9778,0,5.4542,True
Original,741526.wav,ID0_df3_dt3,741526.mp3,3310,33,37,0.9889,0.9901,0.9895,1,5.5671,True
Original,741526.wav,ID1_df4_dt2,741526.mp3,3178,29,29,0.991,0.991,0.991,1,5.6918,True
