Category,Query,Configuration,Matched DB File,TP,FN,FP,Precision,Recall,F1 Score,Shift,Query Time (s),Correct
Coding,566726.mp3,ID0_df3_dt3,566726.mp3,457,2886,335,0.577,0.1367,0.221,0,6.482,True
Coding,566726.mp3,ID1_df4_dt2,566726.mp3,527,2751,337,0.61,0.1608,0.2545,0,5.9558,True
Coding,566726.mp3,ID2_df6_dt4,566726.mp3,242,1390,185,0.5667,0.1483,0.2351,0,5.8144,True
Coding,566726.mp3,ID3_df9_dt5,566726.mp3,176,846,148,0.5432,0.1722,0.2615,0,6.0783,True
Coding,566726.mp3,ID4_df12_dt6,566726.mp3,124,550,104,0.5439,0.184,0.2749,0,5.4292,True
Coding,566726.mp3,ID5_df15_dt8,566726.mp3,74,296,68,0.5211,0.2,0.2891,0,5.6477,True
Coding,566726.mp3,ID6_df25_dt10,566726.mp3,33,147,32,0.5077,0.1833,0.2694,0,5.4868,True
Coding,566726.mp3,ID7_df35_dt15,566726.mp3,20,67,15,0.5714,0.2299,0.3279,0,5.4404,True
Coding,566726.mp3,ID8_df50_dt20,566726.mp3,11,38,7,0.6111,0.2245,0.3284,0,5.5535,True
Coding,566726.mp3,ID9_df10_dt5,566726.mp3,159,774,137,0.5372,0.1704,0.2587,0,5.4621,True
Coding,566726.mp3,ID10_df10_dt5,566726.mp3,159,774,137,0.5372,0.1704,0.2587,0,5.5367,True
Coding,566726.mp3,ID11_df7_dt30,566726.mp3,37,147,37,0.5,0.2011,0.2868,0,5.6039,True
Coding,568126.mp3,ID0_df3_dt3,568126.mp3,348,1718,364,0.4888,0.1684,0.2505,0,5.7078,True
Coding,568126.mp3,ID1_df4_dt2,568126.mp3,415,2053,272,0.6041,0.1682,0.2631,0,5.6012,True
Coding,568126.mp3,ID2_df6_dt4,568126.mp3,205,903,135,0.6029,0.185,0.2831,0,5.9323,True
Coding,568126.mp3,ID3_df9_dt5,568126.mp3,173,802,79,0.6865,0.1774,0.282,0,5.8655,True
Coding,568126.mp3,ID4_df12_dt6,568126.mp3,166,679,48,0.7757,0.1964,0.3135,0,5.7435,True
Coding,568126.mp3,ID5_df15_dt8,568126.mp3,143,604,37,0.7944,0.1914,0.3085,0,5.9687,True
Coding,568126.mp3,ID6_df25_dt10,568126.mp3,55,199,20,0.7333,0.2165,0.3343,0,5.7941,True
Coding,568126.mp3,ID7_df35_dt15,568126.mp3,29,126,17,0.6304,0.1871,0.2886,0,5.9882,True
Coding,568126.mp3,ID8_df50_dt20,568126.mp3,10,48,5,0.6667,0.1724,0.274,0,5.8905,True
Coding,568126.mp3,ID9_df10_dt5,568126.mp3,171,776,69,0.7125,0.1806,0.2881,0,5.8712,True
Coding,568126.mp3,ID10_df10_dt5,568126.mp3,171,776,69,0.7125,0.1806,0.2881,0,5.8453,True
Coding,568126.mp3,ID11_df7_dt30,568126.mp3,41,174,39,0.5125,0.1907,0.278,0,5.7596,True
Coding,575226.mp3,ID0_df3_dt3,575226.mp3,404,2356,275,0.595,0.1464,0.235,0,6.1506,True
Coding,575226.mp3,ID1_df4_dt2,575226.mp3,439,2369,258,0.6298,0.1563,0.2505,0,6.1954,True
Coding,575226.mp3,ID2_df6_dt4,575226.mp3,271,1183,137,0.6642,0.1864,0.2911,0,5.7466,True
Coding,575226.mp3,ID3_df9_dt5,575226.mp3,201,766,79,0.7179,0.2079,0.3224,0,5.5071,True
Coding,575226.mp3,ID4_df12_dt6,575226.mp3,135,485,63,0.6818,0.2177,0.3301,0,5.4539,True
Coding,575226.mp3,ID5_df15_dt8,575226.mp3,88,266,45,0.6617,0.2486,0.3614,0,5.4897,True
Coding,575226.mp3,ID6_df25_dt10,575226.mp3,51,175,29,0.6375,0.2257,0.3333,0,5.5634,True
Coding,575226.mp3,ID7_df35_dt15,575226.mp3,15,61,16,0.4839,0.1974,0.2804,0,5.453,True
Coding,575226.mp3,ID8_df50_dt20,575226.mp3,8,36,10,0.4444,0.1818,0.2581,0,5.4362,True
Coding,575226.mp3,ID9_df10_dt5,575226.mp3,184,706,72,0.7188,0.2067,0.3211,0,5.4964,True
Coding,575226.mp3,ID10_df10_dt5,575226.mp3,184,706,72,0.7188,0.2067,0.3211,0,5.4992,True
Coding,575226.mp3,ID11_df7_dt30,575226.mp3,45,155,36,0.5556,0.225,0.3203,0,5.4976,True
Coding,577326.mp3,ID0_df3_dt3,577326.mp3,381,2328,227,0.6266,0.1406,0.2297,0,5.7322,True
Coding,577326.mp3,ID1_df4_dt2,577326.mp3,470,2383,232,0.6695,0.1647,0.2644,0,5.5121,True
Coding,577326.mp3,ID2_df6_dt4,577326.mp3,218,871,136,0.6158,0.2002,0.3021,0,5.5111,True
Coding,577326.mp3,ID3_df9_dt5,577326.mp3,136,503,82,0.6239,0.2128,0.3174,0,5.4992,True
Coding,577326.mp3,ID4_df12_dt6,577326.mp3,88,344,58,0.6027,0.2037,0.3045,0,5.5807,True
Coding,577326.mp3,ID5_df15_dt8,577326.mp3,68,219,37,0.6476,0.2369,0.3469,0,5.6103,True
Coding,577326.mp3,ID6_df25_dt10,577326.mp3,37,112,20,0.6491,0.2483,0.3592,0,5.6802,True
Coding,577326.mp3,ID7_df35_dt15,577326.mp3,21,63,8,0.7241,0.25,0.3717,0,5.4583,True
Coding,577326.mp3,ID8_df50_dt20,577326.mp3,15,31,6,0.7143,0.3261,0.4478,0,5.4754,True
Coding,577326.mp3,ID9_df10_dt5,577326.mp3,124,466,75,0.6231,0.2102,0.3143,0,5.4441,True
Coding,577326.mp3,ID10_df10_dt5,577326.mp3,124,466,75,0.6231,0.2102,0.3143,0,5.4574,True
Coding,577326.mp3,ID11_df7_dt30,577326.mp3,45,127,30,0.6,0.2616,0.3644,0,5.6192,True
Coding,597326.mp3,ID0_df3_dt3,597326.mp3,460,2697,512,0.4733,0.1457,0.2228,0,5.48,True
Coding,597326.mp3,ID1_df4_dt2,597326.mp3,500,2551,420,0.5435,0.1639,0.2518,0,5.5037,True
Coding,597326.mp3,ID2_df6_dt4,597326.mp3,240,1244,246,0.4938,0.1617,0.2437,0,5.4567,True
Coding,597326.mp3,ID3_df9_dt5,597326.mp3,135,787,130,0.5094,0.1464,0.2275,0,5.3981,True
Coding,597326.mp3,ID4_df12_dt6,597326.mp3,86,539,104,0.4526,0.1376,0.211,0,5.4677,True
Coding,597326.mp3,ID5_df15_dt8,597326.mp3,48,354,72,0.4,0.1194,0.1839,0,5.5386,True
Coding,597326.mp3,ID6_df25_dt10,597326.mp3,31,128,30,0.5082,0.195,0.2818,0,5.5071,True
Coding,597326.mp3,ID7_df35_dt15,597326.mp3,12,68,11,0.5217,0.15,0.233,0,5.3895,True
Coding,597326.mp3,ID8_df50_dt20,597326.mp3,10,42,7,0.5882,0.1923,0.2899,0,5.415,True
Coding,597326.mp3,ID9_df10_dt5,597326.mp3,120,709,124,0.4918,0.1448,0.2237,0,5.5317,True
Coding,597326.mp3,ID10_df10_dt5,597326.mp3,120,709,124,0.4918,0.1448,0.2237,0,5.5134,True
Coding,597326.mp3,ID11_df7_dt30,597326.mp3,31,215,45,0.4079,0.126,0.1925,0,5.5892,True
Coding,599226.mp3,ID0_df3_dt3,599226.mp3,350,2891,282,0.5538,0.108,0.1807,0,5.5135,True
Coding,599226.mp3,ID1_df4_dt2,599226.mp3,412,3080,254,0.6186,0.118,0.1982,0,5.4702,True
Coding,599226.mp3,ID2_df6_dt4,599226.mp3,220,1421,154,0.5882,0.1341,0.2184,0,5.4572,True
Coding,599226.mp3,ID3_df9_dt5,599226.mp3,136,793,115,0.5418,0.1464,0.2305,0,5.444,True
Coding,599226.mp3,ID4_df12_dt6,599226.mp3,118,555,93,0.5592,0.1753,0.267,0,5.4575,True
Coding,599226.mp3,ID5_df15_dt8,599226.mp3,93,349,59,0.6118,0.2104,0.3131,0,5.5722,True
Coding,599226.mp3,ID6_df25_dt10,599226.mp3,35,191,30,0.5385,0.1549,0.2405,0,5.4942,True
Coding,599226.mp3,ID7_df35_dt15,599226.mp3,16,74,15,0.5161,0.1778,0.2645,0,5.4118,True
Coding,599226.mp3,ID8_df50_dt20,599226.mp3,14,46,11,0.56,0.2333,0.3294,0,5.4639,True
Coding,599226.mp3,ID9_df10_dt5,599226.mp3,131,709,113,0.5369,0.156,0.2417,0,5.5521,True
Coding,599226.mp3,ID10_df10_dt5,599226.mp3,131,709,113,0.5369,0.156,0.2417,0,5.649,True
Coding,599226.mp3,ID11_df7_dt30,599226.mp3,36,222,44,0.45,0.1395,0.213,0,5.6131,True
Coding,618826.mp3,ID0_df3_dt3,618826.mp3,515,3690,368,0.5832,0.1225,0.2024,0,5.7479,True
Coding,618826.mp3,ID1_df4_dt2,618826.mp3,540,3536,349,0.6074,0.1325,0.2175,0,5.9303,True
Coding,618826.mp3,ID2_df6_dt4,618826.mp3,256,1421,222,0.5356,0.1527,0.2376,0,5.8249,True
Coding,618826.mp3,ID3_df9_dt5,618826.mp3,151,679,145,0.5101,0.1819,0.2682,0,5.9008,True
Coding,618826.mp3,ID4_df12_dt6,618826.mp3,102,440,99,0.5075,0.1882,0.2746,0,5.9271,True
Coding,618826.mp3,ID5_df15_dt8,618826.mp3,75,315,63,0.5435,0.1923,0.2841,0,5.4355,True
Coding,618826.mp3,ID6_df25_dt10,618826.mp3,35,129,30,0.5385,0.2134,0.3057,0,5.4847,True
Coding,618826.mp3,ID7_df35_dt15,618826.mp3,24,73,12,0.6667,0.2474,0.3609,0,5.4014,True
Coding,618826.mp3,ID8_df50_dt20,618826.mp3,13,36,10,0.5652,0.2653,0.3611,0,5.4817,True
Coding,618826.mp3,ID9_df10_dt5,618826.mp3,138,618,138,0.5,0.1825,0.2674,0,6.1969,True
Coding,618826.mp3,ID10_df10_dt5,618826.mp3,138,618,138,0.5,0.1825,0.2674,0,6.2259,True
Coding,618826.mp3,ID11_df7_dt30,618826.mp3,44,158,34,0.5641,0.2178,0.3143,0,6.0312,True
Coding,642026.mp3,ID0_df3_dt3,642026.mp3,335,3051,262,0.5611,0.0989,0.1682,0,5.9839,True
Coding,642026.mp3,ID1_df4_dt2,642026.mp3,368,3669,251,0.5945,0.0912,0.1581,0,6.1146,True
Coding,642026.mp3,ID2_df6_dt4,642026.mp3,198,1115,137,0.591,0.1508,0.2403,0,5.4635,True
Coding,642026.mp3,ID3_df9_dt5,642026.mp3,149,736,97,0.6057,0.1684,0.2635,0,5.6148,True
Coding,642026.mp3,ID4_df12_dt6,642026.mp3,107,509,61,0.6369,0.1737,0.273,0,5.4402,True
Coding,642026.mp3,ID5_df15_dt8,642026.mp3,66,244,34,0.66,0.2129,0.322,0,5.6986,True
Coding,642026.mp3,ID6_df25_dt10,642026.mp3,37,148,19,0.6607,0.2,0.3071,0,5.442,True
Coding,642026.mp3,ID7_df35_dt15,642026.mp3,18,69,7,0.72,0.2069,0.3214,0,5.5086,True
Coding,642026.mp3,ID8_df50_dt20,642026.mp3,11,35,4,0.7333,0.2391,0.3607,0,5.5877,True
Coding,642026.mp3,ID9_df10_dt5,642026.mp3,135,665,88,0.6054,0.1688,0.2639,0,5.7088,True
Coding,642026.mp3,ID10_df10_dt5,642026.mp3,135,665,88,0.6054,0.1688,0.2639,0,5.6396,True
Coding,642026.mp3,ID11_df7_dt30,642026.mp3,40,158,24,0.625,0.202,0.3053,0,5.4698,True
Coding,669126.mp3,ID0_df3_dt3,669126.mp3,277,784,177,0.6101,0.2611,0.3657,0,5.6214,True
Coding,669126.mp3,ID1_df4_dt2,669126.mp3,228,658,165,0.5802,0.2573,0.3565,0,5.4547,True
Coding,669126.mp3,ID2_df6_dt4,669126.mp3,102,333,94,0.5204,0.2345,0.3233,0,5.5169,True
Coding,669126.mp3,ID3_df9_dt5,669126.mp3,67,237,58,0.536,0.2204,0.3124,0,5.4945,True
Coding,669126.mp3,ID4_df12_dt6,669126.mp3,41,174,38,0.519,0.1907,0.2789,0,5.5692,True
Coding,669126.mp3,ID5_df15_dt8,669126.mp3,30,216,29,0.5085,0.122,0.1967,60,6.15,True
Coding,669126.mp3,ID6_df25_dt10,669126.mp3,8,35,16,0.3333,0.186,0.2388,0,5.5059,True
Coding,669126.mp3,ID7_df35_dt15,104526.mp3,5,128,7,0.4167,0.0376,0.069,30,5.556,False
Coding,669126.mp3,ID8_df50_dt20,1029326.mp3,3,42,3,0.5,0.0667,0.1176,391,5.5688,False
Coding,669126.mp3,ID9_df10_dt5,669126.mp3,65,231,57,0.5328,0.2196,0.311,0,5.5343,True
Coding,669126.mp3,ID10_df10_dt5,669126.mp3,65,231,57,0.5328,0.2196,0.311,0,5.5674,True
Coding,669126.mp3,ID11_df7_dt30,669126.mp3,8,99,29,0.2162,0.0748,0.1111,202,5.5105,True
Coding,676326.mp3,ID0_df3_dt3,676326.mp3,358,2800,276,0.5647,0.1134,0.1888,0,5.5909,True
Coding,676326.mp3,ID1_df4_dt2,676326.mp3,376,3280,301,0.5554,0.1028,0.1736,0,5.5236,True
Coding,676326.mp3,ID2_df6_dt4,676326.mp3,136,1042,162,0.4564,0.1154,0.1843,0,5.561,True
Coding,676326.mp3,ID3_df9_dt5,676326.mp3,86,645,111,0.4365,0.1176,0.1853,0,5.4582,True
Coding,676326.mp3,ID4_df12_dt6,676326.mp3,67,429,83,0.4467,0.1351,0.2074,0,5.7746,True
Coding,676326.mp3,ID5_df15_dt8,676326.mp3,38,228,50,0.4318,0.1429,0.2147,0,5.5765,True
Coding,676326.mp3,ID6_df25_dt10,676326.mp3,29,131,21,0.58,0.1812,0.2762,0,5.4902,True
Coding,676326.mp3,ID7_df35_dt15,676326.mp3,17,55,15,0.5312,0.2361,0.3269,0,5.5151,True
Coding,676326.mp3,ID8_df50_dt20,676326.mp3,6,30,8,0.4286,0.1667,0.24,0,5.6461,True
Coding,676326.mp3,ID9_df10_dt5,676326.mp3,83,569,98,0.4586,0.1273,0.1993,0,5.4477,True
Coding,676326.mp3,ID10_df10_dt5,676326.mp3,83,569,98,0.4586,0.1273,0.1993,0,5.5345,True
Coding,676326.mp3,ID11_df7_dt30,676326.mp3,29,146,30,0.4915,0.1657,0.2479,0,5.5407,True
Coding,686326.mp3,ID0_df3_dt3,686326.mp3,420,2552,305,0.5793,0.1413,0.2272,0,5.4528,True
Coding,686326.mp3,ID1_df4_dt2,686326.mp3,500,2733,282,0.6394,0.1547,0.2491,0,5.9658,True
Coding,686326.mp3,ID2_df6_dt4,686326.mp3,235,982,148,0.6136,0.1931,0.2937,0,5.4379,True
Coding,686326.mp3,ID3_df9_dt5,686326.mp3,136,505,105,0.5643,0.2122,0.3084,0,6.3021,True
Coding,686326.mp3,ID4_df12_dt6,686326.mp3,90,330,76,0.5422,0.2143,0.3072,0,5.5796,True
Coding,686326.mp3,ID5_df15_dt8,686326.mp3,60,215,46,0.566,0.2182,0.315,0,5.5704,True
Coding,686326.mp3,ID6_df25_dt10,686326.mp3,38,100,19,0.6667,0.2754,0.3897,0,5.5676,True
Coding,686326.mp3,ID7_df35_dt15,686326.mp3,14,48,6,0.7,0.2258,0.3415,0,5.6082,True
Coding,686326.mp3,ID8_df50_dt20,686326.mp3,11,21,1,0.9167,0.3438,0.5,0,5.7185,True
Coding,686326.mp3,ID9_df10_dt5,686326.mp3,126,457,98,0.5625,0.2161,0.3123,0,5.5725,True
Coding,686326.mp3,ID10_df10_dt5,686326.mp3,126,457,98,0.5625,0.2161,0.3123,0,5.6182,True
Coding,686326.mp3,ID11_df7_dt30,686326.mp3,44,175,19,0.6984,0.2009,0.3121,0,5.4443,True
Coding,728926.mp3,ID0_df3_dt3,728926.mp3,482,3275,502,0.4898,0.1283,0.2033,158,5.6448,True
Coding,728926.mp3,ID1_df4_dt2,728926.mp3,469,3131,527,0.4709,0.1303,0.2041,158,5.7013,True
Coding,728926.mp3,ID2_df6_dt4,728926.mp3,236,1527,302,0.4387,0.1339,0.2051,158,6.1681,True
Coding,728926.mp3,ID3_df9_dt5,728926.mp3,121,714,137,0.469,0.1449,0.2214,158,5.8011,True
Coding,728926.mp3,ID4_df12_dt6,728926.mp3,92,475,95,0.492,0.1623,0.244,157,5.6853,True
Coding,728926.mp3,ID5_df15_dt8,728926.mp3,67,351,72,0.482,0.1603,0.2406,157,5.5342,True
Coding,728926.mp3,ID6_df25_dt10,728926.mp3,26,158,38,0.4062,0.1413,0.2097,157,5.4971,True
Coding,728926.mp3,ID7_df35_dt15,728926.mp3,15,82,24,0.3846,0.1546,0.2206,157,5.5043,True
Coding,728926.mp3,ID8_df50_dt20,728926.mp3,5,37,10,0.3333,0.119,0.1754,237,5.588,True
Coding,728926.mp3,ID9_df10_dt5,728926.mp3,105,634,126,0.4545,0.1421,0.2165,158,6.189,True
Coding,728926.mp3,ID10_df10_dt5,728926.mp3,105,634,126,0.4545,0.1421,0.2165,158,6.1218,True
Coding,728926.mp3,ID11_df7_dt30,728926.mp3,22,223,59,0.2716,0.0898,0.135,157,5.8253,True
Coding,741526.mp3,ID0_df3_dt3,741526.mp3,445,2898,445,0.5,0.1331,0.2103,0,5.688,True
Coding,741526.mp3,ID1_df4_dt2,741526.mp3,359,2848,461,0.4378,0.1119,0.1783,0,5.5032,True
Coding,741526.mp3,ID2_df6_dt4,741526.mp3,211,1360,244,0.4637,0.1343,0.2083,0,5.4997,True
Coding,741526.mp3,ID3_df9_dt5,741526.mp3,158,895,157,0.5016,0.15,0.231,0,5.4543,True
Coding,741526.mp3,ID4_df12_dt6,741526.mp3,127,559,105,0.5474,0.1851,0.2767,0,5.4936,True
Coding,741526.mp3,ID5_df15_dt8,741526.mp3,65,313,62,0.5118,0.172,0.2574,0,5.4734,True
Coding,741526.mp3,ID6_df25_dt10,741526.mp3,28,152,27,0.5091,0.1556,0.2383,0,5.428,True
Coding,741526.mp3,ID7_df35_dt15,741526.mp3,13,81,17,0.4333,0.1383,0.2097,367,5.4633,True
Coding,741526.mp3,ID8_df50_dt20,741526.mp3,10,52,12,0.4545,0.1613,0.2381,367,5.6391,True
Coding,741526.mp3,ID9_df10_dt5,741526.mp3,152,794,149,0.505,0.1607,0.2438,0,5.5589,True
